purpose,isjointapplication,loanamount,interestrate,monthlypayment,grade,residentialstate,homeownership,annualincome,incomeverified,dtiratio,lengthcredithistory,numtotalcreditlines,numopencreditlines,numopencreditlines1year,revolvingbalance,revolvingutilizationrate,numderogatoryrec,numdelinquency2years,numchargeoff1year,numinquiries6mon,loan_year,loan_month,loan_dayofweek,term_months,default_flag
business,0.0,18626.0,6.39,570,A3,DC,own,57016,1,12.22,28,13,11.0,7,10545,71.12,0,0,0,1,2016,3,3,36.0,0
debtconsolidation,0.0,29559.0,14.04,1011,A1,NY,mortgage,54099,1,15.59,2,17,13.0,11,10649,56.44,1,0,0,0,2015,6,0,36.0,0
debtconsolidation,0.0,19081.0,6.58,374,B1,WA,mortgage,51126,1,8.22,9,11,10.0,9,15120,94.58,0,0,0,0,2014,9,5,60.0,0
debtconsolidation,0.0,23662.0,14.03,551,E3,SC,mortgage,52797,1,28.45,3,12,6.0,5,14631,75.54,2,0,0,12,2015,4,6,60.0,1
debtconsolidation,0.0,13854.0,11.67,458,A2,RI,rent,52033,0,15.68,4,20,14.0,5,11759,62.67,0,0,0,13,2015,5,3,36.0,0
debtconsolidation,0.0,24645.0,4.91,567,C3,ME,mortgage,54308,0,12.64,3,28,18.0,13,16863,66.39,0,0,0,2,2014,7,3,48.0,0
debtconsolidation,0.0,23144.0,9.91,491,A1,SC,own,52247,1,12.07,3,20,14.0,12,20496,70.93,0,0,0,1,2014,11,2,60.0,0
debtconsolidation,0.0,18109.0,9.67,582,A3,IA,own,60556,0,23.21,3,13,8.0,6,12535,100.0,0,0,0,0,2015,3,1,36.0,0
debtconsolidation,0.0,21513.0,12.37,718,A2,CA,own,53749,1,7.41,4,14,9.0,6,13290,57.32,10,1,1,14,2015,6,4,36.0,0
debtconsolidation,0.0,23593.0,10.7,769,D2,PA,own,57964,1,18.09,21,21,17.0,13,15982,96.27,0,1,1,0,2015,9,5,36.0,0
debtconsolidation,0.0,20853.0,9.73,440,D1,FL,mortgage,59887,1,16.59,9,8,5.0,2,11889,82.14,0,0,0,0,2016,2,0,60.0,0
debtconsolidation,0.0,20977.0,8.74,665,E3,AL,mortgage,50388,1,18.19,2,17,13.0,7,18919,89.97,0,0,0,0,2015,5,2,36.0,1
debtconsolidation,0.0,19910.0,13.21,455,C2,FL,rent,52301,0,21.59,40,13,7.0,5,14503,94.73,0,0,0,1,2016,6,1,60.0,0
healthcare,0.0,19341.0,6.04,455,D3,ID,mortgage,52276,1,21.87,17,15,15.0,7,15754,48.61,0,1,1,1,2015,1,0,48.0,0
debtconsolidation,0.0,18592.0,5.65,434,B1,SD,mortgage,54336,0,22.65,10,14,8.0,5,14275,77.06,0,0,0,1,2015,7,6,48.0,0
debtconsolidation,0.0,20302.0,4.38,603,C2,WA,mortgage,54578,1,22.07,24,20,11.0,9,15030,86.08,0,0,0,0,2016,2,2,36.0,0
debtconsolidation,0.0,9811.0,13.52,333,B1,IA,rent,49156,0,24.52,1,17,17.0,17,16999,57.58,0,1,1,1,2016,2,6,36.0,0
debtconsolidation,0.0,31777.0,19.11,952,B2,CA,rent,56266,1,26.45,6,13,11.0,7,19083,88.06,0,0,0,0,2015,2,5,48.0,0
debtconsolidation,0.0,29154.0,13.21,666,B1,TX,rent,59136,1,16.49,3,17,12.0,9,12805,76.32,7,0,0,2,2014,9,2,60.0,0
debtconsolidation,0.0,21003.0,15.45,733,E2,FL,rent,54590,1,17.62,24,14,13.0,6,20311,83.47,6,0,0,0,2015,3,3,36.0,0
debtconsolidation,0.0,19739.0,8.1,483,B1,TX,rent,56571,0,11.41,8,15,14.0,13,13349,82.38,0,0,0,3,2014,11,6,48.0,0
business,0.0,25474.0,6.91,786,D2,ID,rent,58546,1,17.34,2,16,12.0,4,16289,60.75,0,0,0,0,2015,2,4,36.0,0
homeimprovement,0.0,17040.0,21.17,643,C3,FL,rent,58360,0,10.93,19,21,17.0,12,21098,55.82,0,0,0,0,2016,5,3,36.0,0
debtconsolidation,0.0,15730.0,9.17,501,D2,SC,mortgage,51684,0,14.31,1,11,6.0,5,18363,51.01,0,0,0,2,2016,6,1,36.0,0
debtconsolidation,0.0,22569.0,15.46,633,A2,NM,rent,59945,1,11.79,5,13,9.0,8,10700,44.33,11,0,0,2,2015,2,5,48.0,0
debtconsolidation,0.0,26395.0,8.27,539,D1,NH,own,57198,1,29.63,6,6,6.0,5,12810,73.66,9,1,1,0,2015,3,2,60.0,0
debtconsolidation,0.0,15534.0,8.4,490,B1,SC,rent,58827,1,15.01,18,11,9.0,4,11815,87.59,0,0,0,1,2016,3,3,36.0,0
debtconsolidation,0.0,12687.0,7.51,395,D2,KS,own,57055,1,20.94,10,9,7.0,6,14249,42.5,8,0,0,2,2016,3,2,36.0,0
debtconsolidation,0.0,17920.0,17.4,521,C1,MS,own,54550,0,5.54,6,19,19.0,7,16021,73.46,0,0,0,0,2015,8,5,48.0,0
business,0.0,21925.0,7.36,681,B1,NE,mortgage,55095,1,5.13,5,13,13.0,8,13949,97.88,0,0,0,13,2015,5,2,36.0,0
debtconsolidation,0.0,9566.0,19.54,251,A1,KS,mortgage,54595,1,15.56,6,12,11.0,6,15983,65.78,6,0,0,1,2015,7,0,60.0,0
debtconsolidation,0.0,24270.0,17.86,614,C3,MO,mortgage,54264,1,22.52,1,14,10.0,5,15062,57.95,0,7,6,1,2015,8,2,60.0,0
debtconsolidation,0.0,20595.0,9.11,656,C3,KY,mortgage,55032,0,19.05,3,17,12.0,10,16137,52.94,0,0,0,2,2016,3,2,36.0,0
debtconsolidation,0.0,23736.0,17.44,690,A1,AL,rent,52165,0,20.85,4,17,17.0,15,15054,58.54,0,1,1,7,2016,5,6,48.0,0
debtconsolidation,0.0,24867.0,13.54,844,D1,TX,own,54114,1,19.62,7,18,11.0,10,15477,61.77,0,0,0,0,2014,11,5,36.0,0
debtconsolidation,0.0,18981.0,9.59,478,A2,KY,own,57186,1,16.78,5,11,10.0,7,16603,66.94,0,0,0,0,2015,8,3,48.0,0
debtconsolidation,0.0,24995.0,13.32,573,A3,KS,rent,59484,0,12.5,9,14,10.0,9,13171,53.0,0,1,1,8,2016,1,0,60.0,0
debtconsolidation,0.0,23723.0,13.9,810,C1,CA,mortgage,49981,1,19.79,14,12,12.0,7,14900,61.24,0,0,0,1,2015,2,2,36.0,0
homeimprovement,0.0,12701.0,9.78,409,A1,IL,rent,47585,0,17.57,2,15,11.0,4,12970,59.56,0,0,0,1,2015,7,2,36.0,0
debtconsolidation,0.0,14243.0,9.93,302,B2,IN,mortgage,52161,0,15.23,2,13,8.0,4,16598,75.34,0,0,0,1,2015,5,1,60.0,0
homeimprovement,0.0,20600.0,21.11,792,C2,MD,mortgage,51495,1,12.78,13,20,17.0,17,16042,88.63,0,0,0,0,2016,6,4,36.0,1
debtconsolidation,0.0,15094.0,12.8,507,B2,FL,mortgage,58594,1,16.5,1,13,11.0,6,18440,63.11,0,6,4,0,2016,1,1,36.0,0
debtconsolidation,0.0,28077.0,7.6,564,C1,FL,own,47897,1,14.58,4,12,11.0,10,13962,68.43,10,0,0,0,2014,12,0,60.0,0
education,0.0,24858.0,8.64,614,D1,GA,rent,55684,1,11.21,3,17,14.0,8,16262,100.0,0,0,0,17,2015,7,0,48.0,0
homeimprovement,0.0,14984.0,16.27,427,A1,MA,rent,54921,0,16.42,6,13,10.0,9,13626,87.22,0,1,1,0,2016,3,4,48.0,0
debtconsolidation,0.0,13493.0,8.31,331,E1,WY,own,58694,0,13.98,21,15,10.0,10,12479,72.45,0,0,0,1,2015,1,6,48.0,0
debtconsolidation,0.0,23471.0,7.11,726,B1,NJ,rent,56794,0,24.4,7,11,7.0,4,12085,57.0,0,0,0,0,2015,2,2,36.0,0
debtconsolidation,0.0,20785.0,6.95,497,B1,CT,own,55179,1,21.53,9,14,10.0,4,15726,61.19,0,0,0,0,2016,4,6,48.0,0
debtconsolidation,0.0,14726.0,12.58,332,C3,ME,mortgage,55338,1,16.58,5,19,18.0,9,18579,64.09,0,0,0,0,2015,7,1,60.0,0
debtconsolidation,0.0,25446.0,17.43,913,C3,ME,own,56674,1,13.97,1,10,10.0,8,15216,89.01,0,0,0,0,2014,11,6,36.0,0
debtconsolidation,0.0,18370.0,10.21,468,C2,MA,own,55115,0,19.19,38,16,13.0,9,19150,82.27,0,0,0,1,2014,12,2,48.0,0
debtconsolidation,0.0,16924.0,6.97,522,A1,DC,own,54098,0,10.65,8,19,17.0,13,15777,74.7,0,0,0,0,2015,6,0,36.0,0
debtconsolidation,0.0,16236.0,8.45,400,A3,CT,mortgage,55007,1,14.4,34,11,9.0,5,12232,76.58,0,0,0,1,2014,9,1,48.0,0
debtconsolidation,0.0,19365.0,12.73,438,A2,IN,rent,56710,0,15.73,9,16,13.0,5,16625,53.48,0,1,1,1,2014,7,3,60.0,0
debtconsolidation,0.0,29686.0,21.79,932,C2,FL,own,52331,1,22.76,3,17,15.0,14,12000,69.57,0,0,0,1,2014,10,5,48.0,1
debtconsolidation,0.0,17888.0,5.35,415,D2,UT,mortgage,57166,1,14.12,2,8,6.0,4,9047,37.4,0,0,0,0,2015,7,3,48.0,0
debtconsolidation,0.0,16537.0,13.78,563,C2,DE,mortgage,45949,1,23.46,6,16,14.0,12,13946,88.36,8,5,4,12,2016,1,1,36.0,1
homeimprovement,0.0,25999.0,8.8,537,B1,NY,mortgage,55907,0,15.48,10,17,16.0,10,15680,64.71,0,0,0,0,2014,10,5,60.0,0
homeimprovement,0.0,16832.0,9.86,542,B2,NH,mortgage,56403,1,10.96,4,19,18.0,8,20252,61.34,0,0,0,0,2016,4,6,36.0,0
debtconsolidation,0.0,18282.0,10.15,465,A1,NY,rent,52101,0,11.22,5,9,8.0,3,17572,59.45,0,17,14,1,2015,5,4,48.0,0
debtconsolidation,0.0,21103.0,10.39,539,E3,FL,own,57927,0,21.35,5,12,11.0,10,18119,55.25,0,0,0,1,2016,1,0,48.0,0
other,0.0,27303.0,12.69,728,B2,CA,rent,56501,0,16.14,38,21,14.0,6,21190,100.0,0,8,4,0,2015,4,4,48.0,0
debtconsolidation,0.0,15933.0,10.73,344,D2,WA,mortgage,58032,1,14.13,3,8,7.0,5,17379,72.16,0,1,1,18,2015,6,3,60.0,0
healthcare,0.0,21809.0,8.85,451,D2,CA,rent,58387,1,15.19,19,21,19.0,13,14617,26.77,0,0,0,1,2014,12,2,60.0,0
homeimprovement,0.0,24033.0,9.91,609,A1,TN,own,57765,1,17.57,1,16,13.0,11,15512,43.72,0,0,0,0,2016,1,6,48.0,0
homeimprovement,0.0,22492.0,10.22,728,C3,AR,rent,54652,0,14.66,14,19,18.0,12,13402,71.2,0,0,0,0,2016,5,6,36.0,0
auto,0.0,18698.0,5.0,431,C2,KY,rent,58162,1,16.7,14,16,10.0,4,13007,51.88,0,14,9,1,2015,6,0,48.0,0
debtconsolidation,0.0,19983.0,11.26,437,B2,NV,rent,54451,1,14.21,30,10,8.0,7,10631,83.56,0,2,1,0,2016,5,5,60.0,0
debtconsolidation,0.0,13349.0,7.67,269,B3,ME,own,53013,1,15.62,7,17,17.0,12,17303,51.06,0,0,0,2,2014,6,2,60.0,0
auto,0.0,21131.0,9.4,530,B2,WA,rent,48667,1,23.99,4,16,9.0,4,17193,61.91,0,1,1,0,2016,3,4,48.0,0
debtconsolidation,0.0,16981.0,9.83,547,A2,LA,rent,53210,1,18.41,4,15,15.0,6,12527,61.0,0,0,0,0,2015,12,6,36.0,0
debtconsolidation,0.0,19231.0,5.21,365,C1,LA,rent,54828,1,19.46,28,11,10.0,8,12363,60.98,3,0,0,2,2014,8,6,60.0,0
business,0.0,17150.0,10.45,557,A2,SD,rent,54755,1,15.38,5,18,13.0,10,19141,54.73,2,0,0,0,2016,4,0,36.0,0
debtconsolidation,0.0,16662.0,15.09,397,C3,NV,mortgage,57727,1,8.94,6,17,16.0,8,16482,81.93,11,0,0,0,2015,7,4,60.0,0
debtconsolidation,0.0,18327.0,13.09,492,C1,NY,rent,56094,1,23.79,13,10,6.0,6,12750,55.07,0,0,0,0,2016,1,3,48.0,0
homeimprovement,0.0,22924.0,8.89,728,A1,FL,own,50300,0,20.58,6,13,8.0,5,17013,77.47,0,1,1,0,2014,10,4,36.0,0
debtconsolidation,0.0,13354.0,7.98,418,B1,MN,mortgage,57368,1,7.13,10,8,5.0,2,15815,67.07,1,0,0,0,2015,4,2,36.0,0
debtconsolidation,0.0,20600.0,18.86,496,B2,WI,mortgage,53315,1,19.82,2,14,10.0,6,16902,63.35,10,0,0,0,2015,4,1,60.0,0
debtconsolidation,0.0,16650.0,9.49,418,E1,CO,mortgage,59899,0,16.82,8,13,9.0,6,16419,57.51,0,0,0,0,2015,3,3,48.0,0
healthcare,0.0,25901.0,11.25,673,D3,IA,mortgage,58462,0,7.07,4,16,8.0,3,18197,75.67,0,4,3,0,2015,6,3,48.0,0
debtconsolidation,0.0,21226.0,10.75,546,D1,MD,mortgage,57751,1,12.74,37,13,7.0,5,13341,67.94,0,8,8,1,2015,2,2,48.0,1
debtconsolidation,0.0,15133.0,12.32,505,B1,IA,mortgage,52103,1,17.31,3,16,8.0,4,11098,70.02,0,0,0,0,2016,2,2,36.0,0
other,0.0,24281.0,7.55,756,B2,CA,own,55600,1,12.8,2,16,13.0,11,15242,38.66,0,0,0,0,2014,6,4,36.0,0
debtconsolidation,0.0,24470.0,20.66,657,B1,CA,mortgage,52624,1,20.97,33,13,7.0,4,10590,81.91,0,0,0,5,2015,9,0,60.0,1
homeimprovement,0.0,22978.0,7.04,455,E1,OH,mortgage,56145,0,12.73,7,20,12.0,9,9698,42.79,0,0,0,1,2014,9,3,60.0,0
debtconsolidation,0.0,12821.0,11.92,285,B1,NJ,rent,53451,1,16.31,12,12,11.0,6,15186,41.42,0,0,0,2,2015,11,4,60.0,0
debtconsolidation,0.0,15243.0,15.83,369,A1,GA,rent,59997,1,6.41,36,16,14.0,9,11090,58.86,0,1,1,19,2014,6,4,60.0,0
debtconsolidation,0.0,28518.0,11.44,743,B2,NE,mortgage,61967,1,13.92,4,24,20.0,9,13991,88.57,3,0,0,0,2015,10,5,48.0,0
education,0.0,16522.0,9.88,350,B3,IA,own,55846,1,23.73,6,10,9.0,5,15786,57.87,0,5,4,0,2016,2,2,60.0,0
debtconsolidation,0.0,29722.0,11.15,975,C1,CA,mortgage,54941,1,23.76,15,17,12.0,5,19849,60.65,0,0,0,1,2016,4,6,36.0,0
debtconsolidation,0.0,15017.0,5.13,347,E3,UT,own,55539,1,13.81,31,14,10.0,4,13817,65.92,0,0,0,0,2015,5,6,48.0,0
debtconsolidation,0.0,21537.0,7.03,665,C3,FL,mortgage,57468,1,22.93,3,13,12.0,6,17128,86.37,6,0,0,0,2015,2,5,36.0,1
debtconsolidation,0.0,15349.0,7.16,475,C3,OR,rent,56384,1,13.94,5,14,13.0,12,16532,76.57,0,0,0,1,2016,4,1,36.0,0
debtconsolidation,0.0,22226.0,4.14,658,A2,OR,mortgage,55451,1,15.48,5,15,15.0,14,15715,69.04,0,0,0,0,2014,11,1,36.0,0
other,0.0,17644.0,10.82,454,A2,MN,own,53091,1,6.45,5,17,10.0,9,16442,40.65,0,1,1,0,2015,3,0,48.0,0
debtconsolidation,0.0,17817.0,12.2,593,A1,WA,mortgage,57222,1,19.54,7,12,7.0,4,15432,60.73,0,0,0,3,2014,6,3,36.0,0
debtconsolidation,1.0,20068.0,9.42,421,E3,NE,mortgage,51306,1,15.53,18,14,10.0,6,12844,62.25,0,0,0,3,2014,9,5,60.0,0
debtconsolidation,0.0,23512.0,7.52,569,A1,PA,mortgage,52230,0,15.02,8,12,9.0,9,11973,30.54,0,0,0,0,2015,7,2,48.0,0
debtconsolidation,0.0,13684.0,11.08,354,E2,NY,mortgage,57167,1,18.66,28,23,14.0,7,15272,77.0,0,0,0,0,2014,6,4,48.0,0
debtconsolidation,0.0,18444.0,12.13,614,B3,NE,mortgage,59513,1,13.86,8,10,9.0,5,14386,75.16,0,18,12,0,2014,6,3,36.0,0
debtconsolidation,0.0,22501.0,12.1,594,B1,NM,own,56965,0,21.27,8,23,13.0,7,15664,73.35,0,2,2,1,2015,8,2,48.0,0
debtconsolidation,0.0,20916.0,14.16,716,C2,FL,mortgage,55401,1,12.51,1,7,6.0,2,10448,46.81,0,0,0,18,2014,8,4,36.0,0
homeimprovement,0.0,15785.0,10.71,406,C3,RI,rent,51834,1,13.41,5,16,11.0,7,17824,82.7,0,0,0,1,2015,2,4,48.0,0
other,0.0,22175.0,15.48,774,C3,IN,own,49227,1,7.53,20,16,13.0,8,17255,94.02,0,5,3,1,2014,6,6,36.0,0
debtconsolidation,0.0,20421.0,5.64,391,A3,NJ,own,56945,0,10.33,15,19,16.0,6,13549,43.38,0,0,0,0,2014,7,5,60.0,0
auto,0.0,17901.0,14.85,424,B1,MN,mortgage,52291,1,20.32,5,12,11.0,7,18273,85.01,0,0,0,0,2015,1,6,60.0,0
business,0.0,17015.0,10.52,436,D3,DC,own,55027,1,21.71,35,15,12.0,11,18768,67.23,0,0,0,0,2015,9,1,48.0,0
debtconsolidation,0.0,21655.0,15.34,519,A2,NV,own,55841,1,26.17,4,12,12.0,8,11839,70.64,0,0,0,1,2016,3,2,60.0,0
debtconsolidation,0.0,19137.0,11.8,502,A1,FL,rent,56101,1,17.78,3,13,9.0,5,19019,87.71,0,0,0,0,2016,2,3,48.0,0
other,0.0,20743.0,12.24,549,B1,IL,mortgage,51517,1,10.4,3,15,11.0,10,18000,51.55,0,4,3,0,2015,10,3,48.0,0
debtconsolidation,0.0,22353.0,8.51,706,B1,FL,rent,57163,0,13.74,8,12,7.0,4,16146,70.87,0,12,10,0,2015,1,5,36.0,0
debtconsolidation,0.0,21984.0,10.02,710,B1,CA,own,57560,0,21.26,35,15,14.0,13,19381,55.95,0,0,0,0,2014,10,0,36.0,0
debtconsolidation,0.0,11399.0,13.24,261,A3,MI,own,55008,0,12.8,9,13,9.0,4,15261,53.11,0,0,0,0,2014,6,0,60.0,0
debtconsolidation,0.0,28921.0,10.16,617,A2,SD,rent,47808,1,26.79,5,19,15.0,7,17866,66.59,1,0,0,0,2015,8,0,60.0,0
debtconsolidation,0.0,18514.0,6.64,440,C3,CT,rent,60048,1,10.46,9,19,15.0,8,13913,53.38,0,10,8,0,2015,1,6,48.0,0
debtconsolidation,1.0,27344.0,9.84,880,E3,NE,own,51046,1,18.58,27,17,16.0,16,10352,78.3,0,0,0,0,2016,5,1,36.0,1
business,0.0,20786.0,11.22,454,E3,OK,own,54252,1,17.71,3,14,10.0,10,12473,79.91,0,4,3,1,2015,10,0,60.0,1
debtconsolidation,0.0,16071.0,6.81,495,C3,WA,mortgage,57225,0,20.06,19,18,14.0,13,15605,82.65,0,8,7,0,2015,10,6,36.0,0
debtconsolidation,0.0,13953.0,7.18,335,C3,NE,mortgage,55595,1,18.54,6,13,7.0,5,8023,69.49,9,1,1,0,2016,5,4,48.0,1
debtconsolidation,0.0,22768.0,16.9,656,C3,DC,mortgage,56701,0,21.75,9,13,10.0,10,18945,67.02,0,0,0,2,2015,2,1,48.0,0
debtconsolidation,0.0,17394.0,11.42,573,B3,IL,own,54304,1,10.0,28,19,11.0,8,16818,59.84,0,3,3,1,2014,9,1,36.0,0
debtconsolidation,0.0,11922.0,5.73,279,D2,LA,rent,58969,1,9.83,6,18,12.0,11,15301,61.44,0,0,0,0,2016,3,4,48.0,1
debtconsolidation,0.0,17495.0,12.8,396,A3,SD,rent,57541,1,19.96,10,12,10.0,6,17800,86.77,0,0,0,0,2016,5,1,60.0,0
debtconsolidation,0.0,24408.0,13.96,567,A2,MT,rent,50737,0,21.32,7,19,12.0,8,15506,38.45,0,0,0,0,2015,5,1,60.0,0
debtconsolidation,0.0,24385.0,13.37,826,A3,CA,rent,52412,1,18.96,1,17,10.0,5,10403,78.27,0,0,0,1,2015,2,1,36.0,0
debtconsolidation,0.0,24284.0,7.99,761,A3,SC,mortgage,56329,1,9.66,6,19,12.0,11,19870,55.94,0,0,0,1,2016,4,5,36.0,0
debtconsolidation,0.0,18897.0,13.51,641,D3,MN,rent,56127,0,13.2,37,9,7.0,6,16388,33.05,0,0,0,0,2015,11,4,36.0,0
debtconsolidation,0.0,24438.0,6.37,578,B3,ME,own,53824,1,9.18,4,13,7.0,5,14714,68.39,0,0,0,0,2016,2,5,48.0,0
debtconsolidation,0.0,17865.0,8.65,442,B1,DC,rent,51212,1,16.78,3,19,18.0,18,13473,86.47,0,14,10,0,2016,3,3,48.0,1
debtconsolidation,0.0,28784.0,12.02,758,C2,WY,mortgage,55655,1,16.08,3,12,9.0,8,13290,25.33,0,0,0,1,2015,9,0,48.0,0
debtconsolidation,0.0,26288.0,9.64,662,A2,TX,mortgage,48619,0,23.6,18,10,8.0,7,19335,71.24,0,4,2,7,2015,9,1,48.0,0
debtconsolidation,0.0,25375.0,11.22,659,B1,DC,own,59491,1,27.6,21,14,9.0,8,13876,57.87,0,0,0,2,2015,1,4,48.0,0
debtconsolidation,0.0,17635.0,6.94,349,C1,VT,mortgage,53197,1,11.54,6,15,8.0,5,16021,45.37,0,0,0,2,2015,9,0,60.0,0
debtconsolidation,0.0,28722.0,8.06,901,C2,MD,rent,54016,0,17.9,9,14,13.0,13,15724,64.98,1,18,15,1,2014,11,6,36.0,0
debtconsolidation,0.0,17087.0,9.26,545,B2,WA,rent,54456,1,22.83,21,21,19.0,16,13199,75.06,0,0,0,0,2015,4,2,36.0,0
debtconsolidation,0.0,25570.0,7.81,516,D2,SD,mortgage,58624,1,13.36,8,8,6.0,5,15106,73.44,0,0,0,11,2014,9,6,60.0,0
debtconsolidation,0.0,17435.0,14.03,406,B2,NY,mortgage,56499,0,15.81,1,9,8.0,6,15118,45.2,1,0,0,0,2016,1,6,60.0,0
debtconsolidation,1.0,20922.0,10.04,531,C1,MI,rent,49795,1,17.54,22,16,15.0,7,16153,66.59,0,0,0,1,2015,1,6,48.0,0
debtconsolidation,0.0,16554.0,6.82,326,E3,IA,rent,54340,1,18.79,10,13,10.0,6,15353,81.31,0,0,0,0,2014,9,3,60.0,1
debtconsolidation,0.0,17819.0,8.85,442,C1,WI,rent,55841,1,0.34,9,21,19.0,17,16615,48.02,0,0,0,0,2015,12,1,48.0,0
debtconsolidation,0.0,16345.0,8.5,403,A2,MS,rent,53690,1,11.63,18,12,7.0,7,18949,68.12,0,7,6,1,2015,4,4,48.0,0
debtconsolidation,0.0,33027.0,24.9,967,E1,TX,own,50735,1,13.87,1,11,6.0,4,9568,71.53,15,0,0,7,2016,1,6,60.0,1
debtconsolidation,0.0,20415.0,8.84,648,B2,WY,rent,54608,1,19.23,5,10,10.0,8,8361,47.79,0,7,7,0,2014,11,2,36.0,0
debtconsolidation,0.0,25943.0,11.94,861,E1,OR,mortgage,53656,1,20.36,8,14,11.0,10,13588,91.31,0,0,0,0,2014,12,1,36.0,1
debtconsolidation,0.0,16823.0,12.78,449,A1,MD,rent,53277,0,21.17,36,22,18.0,17,18553,40.01,0,0,0,0,2016,1,2,48.0,0
debtconsolidation,0.0,21657.0,9.61,695,E1,WA,mortgage,53733,1,16.5,9,14,8.0,7,15938,43.18,0,0,0,0,2016,5,1,36.0,0
homeimprovement,0.0,19929.0,4.96,597,A1,CA,own,49524,0,19.16,4,13,11.0,6,11057,61.99,1,0,0,2,2016,2,2,36.0,0
debtconsolidation,0.0,27935.0,9.81,591,B3,DC,rent,56687,1,21.81,2,18,12.0,8,18167,67.41,0,1,1,0,2014,8,6,60.0,0
business,0.0,26863.0,11.3,588,D3,CA,own,56888,1,23.55,9,11,6.0,6,19287,90.26,0,0,0,2,2015,6,0,60.0,0
debtconsolidation,0.0,17229.0,5.79,403,C3,CA,rent,57972,0,12.85,9,12,10.0,7,14489,74.07,0,13,10,0,2016,3,3,48.0,0
debtconsolidation,0.0,18942.0,12.02,422,A2,DC,rent,57189,0,16.9,4,13,13.0,11,14223,73.01,15,0,0,0,2015,1,1,60.0,0
debtconsolidation,0.0,20858.0,4.76,623,B1,MI,mortgage,54353,1,18.57,7,17,11.0,4,19792,64.58,0,0,0,0,2015,9,6,36.0,0
debtconsolidation,0.0,8125.0,9.39,204,B1,PA,own,54537,1,16.65,10,13,10.0,3,16093,59.64,0,0,0,0,2014,12,2,48.0,0
debtconsolidation,0.0,20554.0,9.45,431,A1,WI,mortgage,55388,1,21.61,35,16,15.0,14,16439,56.81,0,0,0,1,2016,1,2,60.0,0
debtconsolidation,0.0,22334.0,16.91,795,A2,DC,own,55792,0,21.36,1,17,16.0,12,15869,57.47,0,0,0,0,2015,2,6,36.0,0
debtconsolidation,0.0,26639.0,4.2,604,A1,CA,mortgage,55735,1,20.85,28,24,19.0,9,15886,71.05,0,9,9,0,2016,4,4,48.0,0
debtconsolidation,0.0,20600.0,9.93,578,B3,MI,own,54918,1,11.08,40,12,6.0,2,21373,30.77,13,0,0,0,2014,6,6,60.0,0
debtconsolidation,0.0,25074.0,11.63,828,A1,GA,mortgage,57036,0,22.31,3,14,12.0,10,11961,48.34,0,0,0,0,2016,1,1,36.0,0
debtconsolidation,0.0,14368.0,18.01,422,A2,NH,rent,57969,1,14.15,10,18,13.0,13,14563,50.75,0,0,0,0,2016,6,4,48.0,0
debtconsolidation,0.0,23539.0,7.23,469,D2,TX,mortgage,48054,1,18.02,3,11,7.0,3,17528,70.53,0,0,0,0,2016,4,5,60.0,0
debtconsolidation,0.0,15840.0,8.67,326,B3,TX,rent,53436,0,16.0,4,12,8.0,7,12021,50.48,0,0,0,1,2015,3,0,60.0,0
debtconsolidation,0.0,20047.0,10.23,428,B3,SD,rent,55036,1,22.34,28,13,10.0,4,13287,95.79,9,0,0,0,2015,10,0,60.0,0
debtconsolidation,0.0,21562.0,6.51,422,D2,CT,rent,47525,1,20.1,9,18,17.0,15,13582,75.12,0,0,0,1,2015,11,4,60.0,0
debtconsolidation,0.0,20811.0,16.15,508,A2,GA,own,55809,0,17.13,5,16,10.0,8,12121,71.07,0,7,6,1,2014,7,6,60.0,0
debtconsolidation,0.0,13352.0,5.76,257,A3,NY,mortgage,56059,1,16.42,9,14,10.0,7,14533,50.01,0,0,0,1,2016,6,2,60.0,0
healthcare,0.0,16914.0,6.29,517,B2,AR,own,56438,0,13.89,20,10,7.0,6,13488,46.1,0,1,1,3,2016,4,4,36.0,0
debtconsolidation,0.0,23028.0,9.56,484,A3,AZ,mortgage,53454,1,13.04,1,22,15.0,5,15807,89.89,3,0,0,0,2014,8,4,60.0,0
homeimprovement,0.0,19968.0,10.36,648,A2,CO,mortgage,55000,1,25.9,14,15,8.0,7,10553,44.4,0,1,1,0,2016,4,5,36.0,0
debtconsolidation,0.0,15997.0,8.06,391,B3,CO,mortgage,57657,0,12.67,1,15,10.0,4,13505,64.9,0,2,1,0,2016,3,0,48.0,0
debtconsolidation,0.0,21916.0,6.64,673,B1,DC,mortgage,51005,1,19.6,7,17,14.0,12,11082,70.76,0,0,0,0,2015,10,3,36.0,0
auto,0.0,13120.0,12.57,349,A2,OK,own,50010,1,18.86,2,8,8.0,3,16692,80.39,1,0,0,2,2015,6,1,48.0,0
debtconsolidation,0.0,23367.0,11.73,773,D2,IA,mortgage,56210,1,25.16,9,17,10.0,5,11207,68.68,0,0,0,0,2015,2,4,36.0,0
debtconsolidation,0.0,14055.0,18.93,420,D2,MO,mortgage,50202,1,18.49,26,21,14.0,12,13025,43.87,0,0,0,1,2015,6,2,48.0,1
debtconsolidation,0.0,20600.0,14.27,352,B1,ME,rent,52581,1,19.59,5,20,11.0,8,11958,71.81,1,0,0,0,2015,9,6,60.0,1
healthcare,0.0,24917.0,8.48,614,D1,ME,mortgage,50239,1,30.83,28,23,13.0,9,15646,97.41,0,0,0,1,2015,2,1,48.0,1
